IJ,Sizing:System Kitchen ZN PSZ-AC 34,157.0
IK,Sizing:System Kitchen ZN PSZ-AC 35,1.0
IL,Sizing:Zone Dining ZN 2,12.8
IM,Sizing:Zone Dining ZN 3,11.11
IN,Sizing:Zone Dining ZN 5,40.0
IO,Sizing:Zone Dining ZN 6,11.11
IP,Sizing:Zone Dining ZN 7,0.0085
IQ,Sizing:Zone Dining ZN 8,0.008
IR,Sizing:Zone Dining ZN 14,0.007111554
IS,Sizing:Zone Dining ZN 19,0.002032
IT,Sizing:Zone Dining ZN 20,0.1415762
IU,Sizing:Zone Dining ZN 21,0.3
IV,Sizing:Zone Kitchen ZN 2,12.8
IW,Sizing:Zone Kitchen ZN 3,11.11
IX,Sizing:Zone Kitchen ZN 5,40.0
IY,Sizing:Zone Kitchen ZN 6,11.11
IZ,Sizing:Zone Kitchen ZN 7,0.0085
JA,Sizing:Zone Kitchen ZN 8,0.008
JB,Sizing:Zone Kitchen ZN 14,0.0
JC,Sizing:Zone Kitchen ZN 19,0.002032
JD,Sizing:Zone Kitchen ZN 20,0.1415762
JE,Sizing:Zone Kitchen ZN 21,0.3
JF,WaterHeater:Mixed 200.0gal Natural Gas Water Heater - 200kBtu/hr 0.807 Therm Eff 1,0.75708235679397
JG,WaterHeater:Mixed 200.0gal Natural Gas Water Heater - 200kBtu/hr 0.807 Therm Eff 6,58614.2140344444
JH,WaterHeater:Mixed 200.0gal Natural Gas Water Heater - 200kBtu/hr 0.807 Therm Eff 11,0.807222539674442
JI,WaterHeater:Mixed 6.0gal Electricity Booster Water Heater - 27kBtu/hr 1.0 Therm Eff 1,0.0227124707038191
JJ,WaterHeater:Mixed 6.0gal Electricity Booster Water Heater - 27kBtu/hr 1.0 Therm Eff 6,7999.96100249115
JK,WaterHeater:Mixed 6.0gal Electricity Booster Water Heater - 27kBtu/hr 1.0 Therm Eff 11,1.0
JL,WindowMaterial:Glazing Clear 3mm 3,0.00299999999999999
JM,WindowMaterial:Glazing Clear 3mm 4,0.837
JN,WindowMaterial:Glazing Clear 3mm 5,0.075
JO,WindowMaterial:Glazing Clear 3mm 6,0.075
JP,WindowMaterial:Glazing Clear 3mm 7,0.898
JQ,WindowMaterial:Glazing Clear 3mm 8,0.081
JR,WindowMaterial:Glazing Clear 3mm 9,0.081
JS,WindowMaterial:Glazing Clear 3mm 11,0.84
JT,WindowMaterial:Glazing Clear 3mm 12,0.84
JU,WindowMaterial:Glazing Clear 3mm 13,0.9
JV,WindowMaterial:Glazing Clear 3mm 14,1.0
JW,WindowMaterial:Glazing ECREF-1 COLORED 6MM 3,0.00599999999999998
JX,WindowMaterial:Glazing ECREF-1 COLORED 6MM 4,0.099
JY,WindowMaterial:Glazing ECREF-1 COLORED 6MM 5,0.219
JZ,WindowMaterial:Glazing ECREF-1 COLORED 6MM 6,0.219
KA,WindowMaterial:Glazing ECREF-1 COLORED 6MM 7,0.155
KB,WindowMaterial:Glazing ECREF-1 COLORED 6MM 8,0.073
KC,WindowMaterial:Glazing ECREF-1 COLORED 6MM 9,0.073
KD,WindowMaterial:Glazing ECREF-1 COLORED 6MM 11,0.84
KE,WindowMaterial:Glazing ECREF-1 COLORED 6MM 12,0.84
KF,WindowMaterial:Glazing ECREF-1 COLORED 6MM 13,0.9
KG,WindowMaterial:Glazing ECREF-1 COLORED 6MM 14,1.0
KH,WindowMaterial:Glazing REF B CLEAR HI 6MM 3,0.00599999999999998
KI,WindowMaterial:Glazing REF B CLEAR HI 6MM 4,0.24
KJ,WindowMaterial:Glazing REF B CLEAR HI 6MM 5,0.16
KK,WindowMaterial:Glazing REF B CLEAR HI 6MM 6,0.32
KL,WindowMaterial:Glazing REF B CLEAR HI 6MM 7,0.3
KM,WindowMaterial:Glazing REF B CLEAR HI 6MM 8,0.16
KN,WindowMaterial:Glazing REF B CLEAR HI 6MM 9,0.29
KO,WindowMaterial:Glazing REF B CLEAR HI 6MM 11,0.84
KP,WindowMaterial:Glazing REF B CLEAR HI 6MM 12,0.6
KQ,WindowMaterial:Glazing REF B CLEAR HI 6MM 13,0.9
KR,WindowMaterial:Glazing REF B CLEAR HI 6MM 14,1.0
KS,ZoneInfiltration:DesignFlowRate Dining Infiltration 6,0.00102523210129173
KT,ZoneInfiltration:DesignFlowRate Dining door Infiltration 4,0.614474994
KU,ZoneInfiltration:DesignFlowRate Kitchen Infiltration 6,0.00102523210129173
KV,ZoneInfiltration:DesignFlowRate Space Infiltration Design Flow Rate 2 4,0.2378
